Gene.symbol	ID	adj.P.Val	logFC
CYP4A22	7901293	0.778726471584113	-0.0674296487777761
OR51B4	7946067	0.778738955377973	-0.060996261879819
	8136977	0.77898283854827	-0.0531263507278901
	7984620	0.77898283854827	-0.087071065690477
	8120059	0.77898283854827	-0.0368286627131513
	7966594	0.77898283854827	0.0704612880827673
BNIP3L	8145454	0.77898283854827	-0.113627401454645
TXK	8100210	0.77898283854827	-0.265410391097502
SOX2	8084165	0.779030299423158	-0.0483421040113363
	7948375	0.779057374893489	0.0423708092471662
	8145822	0.779300911692538	-0.101034113764171
	8059578	0.779344708698031	0.156396362868483
	8054995	0.779478366140272	0.083610639843541
	8113352	0.77969586822979	-0.0573544976598637
LZTFL1	8086555	0.77973882907494	-0.0847265075283445
STC2	8115851	0.779753889011511	0.0394486291859426
FOXK2	8010820	0.779876561371523	0.0631819434467165
NME2	8180386	0.779876561371523	-0.078424926253966
SPOCK3	8103544	0.779894174849782	0.071330328214287
	8082795	0.779999842159863	0.0304277640385506
FOXN4	7966189	0.779999842159863	0.0635928330181423
TAS2R38	8143482	0.779999842159863	-0.0612008787619045
RNF40	7994939	0.780071795594606	0.0685406828333379
	7895837	0.78034842380073	0.0675537835634952
	7892933	0.780470534452635	-0.185649550229023
ASIC2	8014144	0.780472703853728	0.0422509000748312
	7992843	0.780579332676427	-0.0569064666145103
AUTS2	8133233	0.780579332676427	0.0952904650986408
NPY2R	8097938	0.780579332676427	0.0543670425895719
	7894590	0.780761373357964	-0.131786621317458
WNK2	8156415	0.780761373357964	-0.046501089944444
	7893663	0.780761373357964	0.119161258492062
AP3D1	8032418	0.780840710624958	-0.0354138505498831
	8111358	0.780840710624958	-0.0810972867596349
RPL36	8024966	0.780840710624958	-0.119437509877548
ARHGAP20	7951565	0.780840710624958	-0.0789362018480713
POLRMT	8032057	0.780840710624958	-0.0752151563718808
ANKDD1A	7984227	0.780920817459249	0.082787908430844
PRRC2A	8178011	0.780920817459249	0.0540965816371894
MUM1L1	8169145	0.781025444476052	-0.0551304338526064
KRT81	7963353	0.781083494151027	0.0575169445000014
	7896012	0.781084484898615	-0.0686450449376426
	7925561	0.781109299754209	0.0815155107029506
NPAS4	7941599	0.781109299754209	0.0573333408684826
ACTR1A	7936028	0.781113015507781	0.0513897918854891
	8006592	0.781159215564269	0.075746858736963
LOC100506472///TAB1	8073114	0.781192176891475	-0.0520713131530606
REPS2	8166243	0.781352339567081	-0.257646679537415
CBWD6///CBWD3///CBWD5///CBWD2///CBWD1///CBWD6///CBWD3///CBWD5///CBWD1	8161575	0.781352339567081	-0.15674697208163
LINC00965///LINC00965	8149228	0.781352339567081	-0.0975717975362791
C1QL2	8054834	0.781352339567081	0.051303689594107
	8121138	0.781352339567081	0.0434525119671196
TRPM7	7988713	0.781352339567081	0.0668610055328855
	7892935	0.781352339567081	-0.0557812569852594
CAMSAP3	8025237	0.78143737960523	-0.0530798147210847
TEAD1	7938544	0.781443432952385	-0.0422161688673444
	8143984	0.781817547306395	-0.0784207279773206
ZNF808	8030946	0.78189892246711	0.0618888574841332
	8060741	0.7819069591002	-0.0453248209546486
KLK11	8038735	0.782051393872024	0.0530015360385496
TIMD4	8115445	0.782110765964429	-0.128595818041948
GPR6	8121454	0.782439042929142	0.0642440597641736
PPM1A	7974781	0.782441193710085	-0.105522106953515
VN1R4	8180399	0.782441193710085	0.0411240297358293
SLC6A8	8170662	0.782453996332404	0.0724995042154246
	7985087	0.782453996332404	-0.0240743526111116
HEPHL1	7943197	0.782453996332404	-0.0339033497222214
CAMKK1	8011480	0.782560255392888	-0.109206496804985
ZFYVE9	7901426	0.782569802910415	-0.117737802854876
LY6D	8153359	0.782569802910415	-0.0558102102596347
	7893665	0.782569802910415	0.0856237638174626
TRMT10B	8155301	0.782601149356279	0.0971532474535186
	7987464	0.782601149356279	-0.083645899214285
	7894709	0.78261038239002	-0.0700631948310644
	8161915	0.782625170677871	-0.0586707017766432
SCTR	8054846	0.782705695680588	-0.0585918777482988
DNPH1	8126524	0.782810473088915	0.131482233240365
ADH1A	8101874	0.782921654961975	-0.0567004487777769
CCL22	7996022	0.782963055568718	0.0539659446734682
C20orf85	8063601	0.782963055568718	0.0577539620566911
MINOS1-NBL1///NBL1	7898585	0.782994013772365	-0.0540479665521518
	8173926	0.783036978905392	0.0497809317698441
	7959772	0.78318613016622	0.0693965330408197
ACTC1	7987315	0.783303650135408	-0.0478417484070288
FUT8	7975136	0.783303650135408	-0.176512822472791
RAB3D	8034202	0.783303650135408	0.147619789462581
IDO2	8146105	0.783303650135408	-0.0492446096530608
	7959012	0.783303650135408	0.0496574208832192
LOC643659	8065278	0.783303650135408	-0.0575121840170034
	8064098	0.783303650135408	-0.109085191339001
SERINC2	7914350	0.783303650135408	0.0460094185079383
DMRTB1	7901557	0.783303650135408	-0.0582198662074811
ZMAT2	8108620	0.783423079075216	-0.0688140383095197
	7894634	0.783425082813407	0.104812726013609
CACTIN-AS1	8024682	0.783434856863501	0.0504236586587297
VN1R10P	8117567	0.783588873628165	-0.0491652762097496
	7896034	0.783648540153771	0.136624791464855
RBPJ	8155458	0.783650091346074	-0.132257778324263
OR4A16	7939916	0.783665752515281	-0.0382702149455785
LCAL1	8127754	0.78371372815744	-0.0720109525385468
	7896288	0.783883270731492	0.100777425467121
CYP51A1	8140864	0.784038728804564	0.0968289598968273
	8065009	0.784125239491796	0.0395605973185948
ACTL7B	8163019	0.784125239491796	-0.0790128587607688
MYH16	8134564	0.784369408289179	-0.0479662525770972
	7894245	0.784369408289179	0.057316034359411
	7895740	0.784408841353514	-0.0966860403390006
IQCF1	8087782	0.784408841353514	-0.036142121238095
MAGEF1	8092514	0.784592808991936	-0.0763897696564628
CD209///CLEC4M	8033445	0.784592808991936	0.0770288008662132
FOXI2	7931348	0.784592808991936	0.0586269209342412
SMIM2	7971345	0.784592808991936	0.0549149328208629
C9orf24	8160792	0.784636757572179	-0.0710135363718818
	7895029	0.784636757572179	0.114704758150797
SDS	7966621	0.784636757572179	0.0553581852641738
	8059729	0.784636757572179	-0.0328319288231285
	7896209	0.78465891222929	-0.0982092239557808
EFHC2	8172225	0.78465891222929	-0.182482498977325
	7895115	0.784707039756762	-0.090117489964852
	8060837	0.78479057747237	-0.061072343857143
	7896242	0.78479057747237	-0.0476208791950121
POLI	8021275	0.78479057747237	0.0482000953333346
DCAF17	8046318	0.78479057747237	-0.139124871951243
HTR5A	8137517	0.784805215685525	0.0455270433968238
SI	8091811	0.78483895698243	-0.0217742657290252
PGAP1	8057959	0.784846706209826	-0.143987689358275
	8001327	0.784846706209826	-0.0894936716507937
RADIL	8137906	0.784846706209826	-0.0433338386485245
	7896078	0.78503772414226	0.0445105013832254
	8152131	0.785158240891076	-0.0475873107721076
	7972418	0.785159474859216	-0.0493878566292523
LOC441239	8139828	0.785159474859216	-0.048836757786848
RFT1	8088092	0.785540924532486	0.0895477726235852
PYGB	8061447	0.785817271132406	0.0630365183650818
ANKRD20A8P///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A1	8067864	0.785817271132406	-0.106440430650792
	7896591	0.785838700860383	0.0738337867902499
NAPRT	8153430	0.785839695361144	-0.0824635115476182
IL5	8114023	0.785997460143493	0.0363251565260767
ITGB2	8070826	0.785997460143493	-0.144085680493191
C1orf100	7911049	0.785997460143493	-0.0362034372108839
	8043502	0.786055762322513	-0.146928705198412
MIRLET7A3///MIRLET7BHG	8073822	0.786179070010719	0.0718023946734689
	7893629	0.786192892173867	0.0644034487188199
PCDHB5	8108697	0.786192892173867	0.0638365517619066
P3H4	8015432	0.78626267655527	0.0529960402641745
	7946006	0.78626267655527	-0.0477953222471648
OR10X1	7921364	0.786280120453242	0.0351730621099779
	7895541	0.786334646432775	-0.110369407092972
MIR125B1	7952307	0.786381522152723	-0.0808919507324259
PDCD11	7936096	0.786401816003376	-0.061566569985259
BAZ1B	8140037	0.786583806401402	0.0757681896564621
ZDHHC23	8081779	0.78661411776279	0.117173599908164
DNAH17	8018872	0.786638512849025	-0.0659135567414948
NTHL1	7998692	0.786638512849025	-0.0524093035011326
	7971642	0.786638512849025	0.142479613268708
TAS2R20	7961285	0.786638512849025	-0.129926160342401
COL23A1	8116195	0.786668274546088	0.0510469547641712
LYG1	8054209	0.786668274546088	-0.053906290917233
	8042462	0.786668274546088	-0.0267624530113375
GDAP1L1	8062796	0.786668274546088	-0.0519299474399082
ARFGEF3	8122279	0.786668274546088	-0.0422081524931941
SCN1B	8027719	0.786668274546088	-0.0808295692505654
FUNDC2	8171001	0.786668274546088	-0.167220329320863
	7895974	0.786668274546088	-0.0769367923117903
NBEAL1	8047606	0.786668274546088	-0.080120800261902
AKR1B10	8136336	0.786674596463255	0.042733278183674
	8060416	0.786674596463255	-0.0419301337573685
OR4N4	7981783	0.786787216898582	0.0482718876938781
	7893287	0.786869088217764	0.117650337729026
	8143747	0.786869088217764	-0.0544465397267562
KANK4	7916654	0.786869424244289	-0.0410202291065715
TNMD	8168737	0.786902335068541	-0.0391428309240371
	8147715	0.78698560696785	-0.037451440258502
ACP7	8028570	0.787004923164871	0.0409485870419504
LAMA2	8121949	0.787004923164871	-0.0380371208072563
	7914555	0.787004923164871	-0.0596218528265293
	7895671	0.787021885687837	-0.129438044625849
	7896337	0.787072268781939	0.106864846006805
PRR26	7925813	0.787072268781939	0.0390856200668965
LRP6	7961339	0.787072268781939	-0.138090046717687
	8096957	0.787072268781939	-0.0571573020702938
	8130183	0.787086282444267	-0.0410547305986388
	7896484	0.787098532597185	-0.0705520388514671
MATN4	8066498	0.787141309803735	-0.0473647683480731
CDK5R2	8048460	0.787185442655248	0.0592230460294783
	8083538	0.78723076091983	0.0315611709977333
	7906233	0.787270752972199	0.0596457418820866
	7911136	0.787582240759226	0.0368678941848075
	7895656	0.787582240759226	0.125722324140594
	8089459	0.787633808867448	-0.0403517545249423
LINC00680-GUSBP4///LOC100133050///GUSBP9///GUSBP1///GUSBP3///GUSBP2///SMA5///SMA4///GUSBP3///SMA5///SMA4	8177544	0.787658054900748	0.119352177708622
MTMR12	8111339	0.787658054900748	-0.0696636958072538
IST1	7997168	0.787658054900748	0.0407724644444478
ZSCAN10	7998921	0.787904334662037	-0.04809745859637
	7925242	0.788034901113252	-0.0379798348390015
ODAM	8095456	0.788147937890056	-0.032901815407028
ZNF558	8033667	0.788147937890056	0.105203654260771
KLF17	7900957	0.788147937890056	-0.0526415951859383
COQ10A	7956242	0.788240022460585	-0.11999440614399
IGFBP1	8132694	0.788376839404269	-0.0744583476167806
PKIG	8062852	0.788396116932764	0.138735857136055
ACTL6B	8141580	0.788439399282128	0.0492384677018141
	7894955	0.788455630220927	-0.0843534210952361
	7893624	0.788491527214424	-0.0784193841519283
	8097447	0.788491527214424	-0.0717602778469377
	7895912	0.788510095724118	0.0956046193288014
	7978905	0.788510095724118	-0.0279051178231278
DNAAF1	7997556	0.788517828636269	-0.046991479853741
GALNT13	8045776	0.788517828636269	-0.0314462506462574
LYPLA2	8125748	0.788573052710068	-0.0550013783061241
	8070716	0.78857746565175	-0.0570842456485252
	7893882	0.788611554098516	-0.116032839226756
	8132415	0.788664119772708	-0.0344772956621324
	7893267	0.788664119772708	0.12549565784694
FBLN5	7980908	0.788664119772708	0.0700795016383227
	8067965	0.788677389507502	0.0560247419387769
CFC1B///CFC1	8055239	0.788677389507502	-0.0688900805941008
	7917357	0.788677389507502	0.0555632218253974
LAMA1	8022176	0.788677389507502	-0.0417595181950094
	7892535	0.788700069313799	0.155675463630388
CHRM2	8136448	0.788703323917121	0.0440900580102048
	8068610	0.788703323917121	-0.0529810206848067
IGSF11	8089729	0.788703323917121	-0.0486145964319702
CRLF1	8035506	0.788751864423845	-0.0581831574569129
TTLL4	8048411	0.788751864423845	-0.0982923670487503
	7894675	0.788751864423845	0.0788390495861702
OR5H6	8081202	0.788774097280687	-0.0371241871315178
	8094986	0.788774097280687	0.0340114209512468
SNRPG	8052861	0.788774109378922	-0.0838131198560061
OSBPL6	8046646	0.788805380606554	0.0811951381768723
CETN1	8019828	0.788805380606554	-0.041927386460316
CLDN22	8103877	0.788805380606554	-0.0430493595419503
FMO2	7907271	0.788805380606554	0.0309199032040812
	8008991	0.788805380606554	-0.0712890112766429
GOLGA6C///LOC645752///GOLGA6A///GOLGA6B	7990283	0.788805380606554	-0.0446017120736943
SFTPA2///SFTPA1///SFTPA2///SFTPA1	7928632	0.788805380606554	-0.0528173719637168
	8139788	0.788964306382924	-0.0603421558197272
	8059277	0.789006120021342	0.100570030829933
BGN	8170648	0.789006120021342	0.0505763083027224
EFCC1	8082465	0.78903044238787	0.0558835021757389
NSRP1	8006112	0.789128990264296	-0.0611622002131504
SPERT	7968957	0.789128990264296	-0.0405520760578209
CST9L	8065396	0.789225549502694	-0.0567638767630387
TMEM186	7999317	0.789276489125883	-0.0929240497936501
	8029937	0.789276489125883	-0.0594680033129231
	7904166	0.789383137384453	-0.0690909695238098
ZNF345	8028206	0.789394509895649	-0.111220255098639
	7904951	0.789403141126378	0.0317039650521549
SPAG11A///SPAG11B	8144460	0.789444247468494	-0.0961627503208602
	8156088	0.789547268144219	-0.0556847836326515
	8127423	0.789586715716628	0.144298226493204
	7912529	0.789586715716628	-0.0621711553027184
	8115675	0.789669720803251	-0.0233888930782311
OR5R1	7948129	0.789669720803251	-0.0432564568616765
HIST1H4J///HIST1H4K///HIST1H4J///HIST1H4K	8117598	0.789669720803251	0.0429792064308399
PREPL	8051928	0.789669720803251	-0.118030297395689
PHRF1///PHRF1	7937415	0.789669720803251	0.0453882812052147
DDR2	7906900	0.789669720803251	-0.0606742141587286
	7896674	0.789725480620054	-0.0918780782346933
	7976261	0.789812091692145	0.0492741191893447
SMOC2	8123446	0.78984079038725	0.0325020654523795
	8155325	0.790002893839115	0.0388576268820855
ZNF202	7952361	0.790197000326186	-0.0795970133820854
FABP4	8151532	0.790245670947777	-0.0332139428015856
DEFB123	8061519	0.790291739158293	-0.0474377524659864
	7902615	0.790439573374423	0.0424110150328803
ZNF610	8030914	0.790439573374423	0.104884178494332
	7991182	0.790439573374423	0.0921034565170071
	7961962	0.790439573374423	0.0708059380691619
RPL27///RPL27	8007441	0.790774010951354	-0.0881613415941054
NRDC	7916077	0.790774010951354	0.0793910935464854
ZIC1	8083233	0.790774010951354	0.0349306258378692
	7917002	0.790821070585193	0.0468959659013612
	8155248	0.790821070585193	-0.101384444846939
OR9A4	8136660	0.790843282390794	-0.0422785821984126
UPK1B	8081826	0.790843282390794	0.0308112926848092
	8068786	0.790901003154352	-0.098422943229024
PTPRM	8019988	0.79103740951447	-0.162937390986392
	7932960	0.79103740951447	-0.04750858689229
	7892655	0.79103740951447	0.118711755243765
	7893749	0.79103740951447	-0.0802581157222213
	8163712	0.79103740951447	-0.0329311014183671
	8080853	0.791127962989876	0.0781979001836737
CCDC125	8112439	0.791171853351204	-0.158461334859409
ZNF705B///ZNF705G///ZNF705D///ZNF705A	8144691	0.791178857789603	-0.0335890240600887
	7892727	0.791178857789603	-0.131906605609977
	7895199	0.791280625940307	0.0601459019251696
	8139887	0.791292772783364	-0.0733520998684769
MIR125B2	8067946	0.791292772783364	-0.0415273032131513
KIAA1143	8086498	0.791308319823571	-0.0500783816111126
	8124181	0.791363200632917	-0.0208574796541949
	8102829	0.791584696960575	-0.0299594872437634
	7895700	0.791584696960575	-0.0646122979115642
LOC100507388	8101011	0.791617441685359	-0.0770874613820851
	7904414	0.791660473419062	-0.0577967994999971
	7894820	0.791660473419062	-0.0811270513480711
SNX21	8063057	0.791660473419062	0.0572577097256239
	8071202	0.791660473419062	0.0190250166326544
GRIN2B	7961422	0.791774645032715	-0.0401004050362816
	8119894	0.791774645032715	0.043859020344672
FIGNL2	7963328	0.791854140515619	-0.0626014077312904
OR4S2	7939930	0.791854140515619	-0.0406014770532868
	8139790	0.791863131896005	-0.0383841051984133
C10orf107	7927723	0.791946617989118	-0.0289942847369615
	8139784	0.79194852267605	-0.0286372858004529
	8157605	0.791961369499321	0.140400310926306
	8108078	0.791976906101176	-0.0378378833310657
	7893699	0.791976906101176	-0.122232775054419
MPEG1	7948364	0.791976906101176	0.351062404506806
ZNF672	7911289	0.792076604136853	-0.0407665721950101
HNRNPA1L2	7969263	0.792076604136853	0.148825829836733
	8109610	0.792087786291064	-0.0327667142619026
	8174664	0.792087786291064	0.101832768227892
RPGRIP1L	8001423	0.792127395632619	0.116546267213153
SLC1A2	7947496	0.792127395632619	-0.0396140255578223
	8146754	0.792127395632619	-0.0327150687131521
MIR410	7976856	0.792304528784738	-0.0260806070680268
CELF6	7990191	0.792304528784738	-0.0373082349195002
LRRC2	8086615	0.792304528784738	0.0378537585702965
SHCBP1L	7922737	0.792304528784738	0.0380295297040831
CHGB	8060805	0.792362685697207	0.0463440686247161
TMEM40	8085393	0.792403097438911	-0.0780471474455773
BCHE	8091867	0.792595110304665	-0.0259480822936511
	7895341	0.792668779185454	-0.0884064149852595
SPOCK1	8114287	0.792728046460281	-0.0505810911201792
ASB12	8173238	0.792756090472232	0.0567110126179151
CYP17A1	7936050	0.792808405665369	-0.039156336870747
MAP3K19	8055361	0.792897413327717	-0.0214436032256233
TMCO5A	7982552	0.792897413327717	-0.0345702093401354
	7948054	0.792897413327717	0.0885019548911585
	8081103	0.792949427348883	0.0347436444807254
SMCO3	7961503	0.793022080581601	-0.0354674447834467
	8149823	0.793022080581601	-0.0450018008356006
EYS	8127399	0.793022080581601	-0.030904264022674
ZNF587B///ZNF814	8031825	0.79306107287446	0.112859456810659
CCND1	7942123	0.79306107287446	0.0576068488458077
ANXA2P3	7927801	0.793123577276885	0.0636373212006829
PPIL4	8130087	0.793220809062657	-0.0533000168877491
IQGAP2	8106354	0.793266376987021	-0.112735412244893
IGF2BP1	8008151	0.79338526047406	0.0449349596451256
	7893177	0.793407711968213	-0.140321408252833
AURKAIP1	8039923	0.793407711968213	-0.0735249882063478
	7985981	0.793407711968213	-0.0501753500566893
	7895616	0.793474460897995	0.0525818238367393
GALK2	7983616	0.79347666609538	-0.0638720275566902
ODF3B	8077116	0.793488432614636	-0.123211031362811
FAM71E2	8039477	0.793509051448318	-0.0632337043469384
API5	7939424	0.793509051448318	0.0993355561848066
MREG	8058824	0.793509051448318	-0.116201675138321
	7986534	0.793547623040371	0.0389372742811798
SLC35F5	8054771	0.7935803675435	0.0497623691054461
	7989243	0.793647314970601	0.11000072918481
CCDC129	8132167	0.793647314970601	-0.0421893152709729
RPAP1	7987675	0.793647314970601	-0.0621405714637175
PPP1R1A	7963826	0.793738364749607	-0.0589728186791394
SOWAHC	8044301	0.793753101320354	-0.0720916903355997
	8097058	0.793753101320354	0.0978028978956944
CMA1	7978343	0.793753101320354	0.038425569422905
	7893107	0.793777457656059	0.0926111272086172
MFSD4B	8121525	0.793846697934454	0.0782458128560117
ZNF302	8027674	0.793906898609575	-0.144425894894554
ZNF23	8002533	0.793906898609575	0.101505591190476
	7896008	0.793968429178676	0.186043528833335
	8130662	0.794159931173118	0.0380716436167812
	7955462	0.79418536541811	0.0277366341825402
LOC441268///LINC00937	7960894	0.79418536541811	0.0586852456439946
TMX4	8064939	0.79418536541811	0.0875359519263075
CXCL6	8095688	0.79418536541811	0.07288375570635
MCOLN1	8025183	0.794376373077507	-0.120365648950108
	7894796	0.794376373077507	0.0925470940351492
	7895617	0.794376373077507	-0.0438924059931973
	8109695	0.794376373077507	-0.0322185490873004
	7917015	0.794376373077507	0.0391918792721078
	8019561	0.794376373077507	-0.0412081195147387
	7980306	0.794376373077507	-0.0562229029546488
	7895752	0.794376373077507	0.149007832451247
	7996286	0.794376373077507	0.049636597916102
ITGB1BP2	8168291	0.794407003612459	-0.0531099384092952
SLC30A3	8051050	0.79460087936879	-0.0599973367210875
	7933638	0.79460087936879	-0.0860755628276637
RAB3GAP1	8045398	0.794668622899547	-0.0609760000521522
SPATA31D5P	8156090	0.794668622899547	0.0494477670317464
DGKE	8008629	0.794702144327429	-0.131976287566889
LOC102724507///LOC100509620///AQP7P1///AQP7	8161488	0.794702144327429	-0.0640672239897953
AFTPH	8042291	0.794765645593571	-0.0688122281655321
	7896219	0.794838107375051	0.0930829860000024
	7892753	0.795032644039712	-0.0234520646371852
	7894099	0.795057623647914	-0.134967956073695
SLC22A24	7948951	0.795286699057891	0.0344501829977339
GAPDHS	8027864	0.795331510800484	-0.0508390978809521
	8120820	0.795382399878625	0.0385928212562363
	8092957	0.795514111947218	-0.115853681064623
SDHAP3///SDHAP2///SDHAP1///SDHA	8093039	0.795514111947218	-0.0746064688004502
DEFB114	8126934	0.795644703213494	0.0271452739297069
EEF1D	8153449	0.795644703213494	-0.080927853096366
	8070213	0.795672125740402	-0.0280904843798178
TRPC4AP	8065832	0.795777648435627	-0.0484221977494315
	7965916	0.795777648435627	-0.0200402962052153
DCD	7963845	0.795916941844714	-0.0431229408560094
CCDC122	7971335	0.795939416971759	-0.0832165971077106
	7893495	0.795955903537216	0.125359749884352
PRR25	7992121	0.796001468258207	-0.0499691361950081
	7977613	0.796001468258207	-0.0382559043650779
	7893895	0.796041094524823	-0.0740530229841259
	8047767	0.796073291097568	-0.0220656772392283
FGG	8103326	0.796077441805192	-0.0248983873752828
RAET1L	8130173	0.796167798372618	0.0899756188843535
IL1RAPL2	8169094	0.796167798372618	-0.0396659526156453
GPAT2P2	8043682	0.796167798372618	0.0870660996734713
	8170286	0.796204388537491	0.0610803649455791
	8055600	0.796226646099599	0.0281341962074833
	7895335	0.796226646099599	-0.107498984019272
	7895390	0.796353555536652	-0.0766252031677972
CDRT1///FBXW10	8012949	0.796512170312501	0.0693334129421759
	7894313	0.796522783647649	0.107410661924036
ASCL2	7945730	0.796538088912077	-0.0601714855487527
SULT1C3	8044204	0.796617908159168	0.026060434770975
	7950444	0.796636174604472	0.142724502443312
LOC399898	7940116	0.796654813179269	-0.0444253586916092
	8150580	0.796654813179269	-0.0781413493344645
LHX8	7902353	0.796667238590869	-0.0417803771836747
GZF1	8061373	0.796667238590869	0.0770843989875267
MTNR1B	7943098	0.796694810903992	-0.062629817484126
PLP1	8169061	0.796694810903992	-0.0340376828129223
VPS11	7944382	0.796694810903992	-0.0683035769092921
	8141661	0.796694810903992	-0.048768307040814
	7944021	0.796719591684507	0.0316938596859422
TGFB2	7909789	0.796757325165598	-0.076537110097505
HDHD3	8163505	0.796799541552328	-0.0882254564308376
PHOX2B	8100007	0.796812398610422	-0.040708316272108
	8015804	0.796812398610422	0.080051689383219
	8113703	0.796812398610422	0.0345191343004543
	7998965	0.79708645521064	0.0954655099308388
	7960848	0.797214276753773	-0.0222181901746024
	7951347	0.797242136542879	0.0636502804160992
	8058660	0.79727038067807	-0.0267480856757363
	8175332	0.797330374107394	-0.0322171532358277
MTO1	8120698	0.797377630905955	-0.15097460371655
CALD1	8136347	0.797377630905955	0.046456085314059
OR4K1	7973016	0.797491272136825	0.0374465005385494
UBE4B	7897527	0.797491272136825	0.0570759028197276
	7895152	0.797504223473245	-0.155660012010205
GRK2	7941797	0.797504223473245	-0.0484881835884376
	8141138	0.797554292527626	-0.0476391042675721
LOC403312	7944972	0.797554292527626	-0.0474850244954625
ADH4	8101852	0.797578691868453	0.0418686399081643
MIR320C1	8020419	0.797578691868453	-0.0499030824546471
	8088903	0.797703002885024	0.0483410198390031
	7895394	0.797802788558953	-0.0332530436893426
METTL26	7998251	0.797887360591191	-0.0471725863752823
	7968926	0.797887360591191	-0.0582520887732398
PAX9	7973974	0.797887360591191	-0.0464999873492031
SMIM11A	8068375	0.797970160221566	-0.0900684728775518
	7904252	0.797979436125055	-0.0498425087641725
LMLN	8085033	0.798143606337322	0.119220645021543
	8121363	0.798143606337322	-0.0251376743968255
DPP6	8137485	0.798464964503874	-0.0394017836224472
TYW5	8058108	0.798464964503874	0.0980332613231294
	7970947	0.798558366954701	-0.0272076587403629
VAX1	7936552	0.798564859115806	-0.0600230636394539
	7981486	0.798567471587502	-0.0267744331190474
GLYAT	7948344	0.798567471587502	-0.0376730488639447
DDX24	7981032	0.798567471587502	0.105571372523812
KRTAP12-4	8070789	0.798567471587502	-0.0625050983605426
	7893775	0.798648612948343	0.0546059064818603
	7893224	0.798648612948343	-0.100098412609975
WNT5A	8088180	0.798732670996027	0.0329987891609984
IL1RN	8044574	0.798860050051947	0.285724960242631
	8047377	0.798953037079519	-0.0418336018321996
	7892528	0.798953037079519	-0.0388816987573701
SAMM50	8073645	0.798953037079519	0.132827959794788
	7954488	0.799041827568695	0.0502563462301588
DNALI1	7900159	0.79922207246536	-0.049026724924035
	7894973	0.79922207246536	-0.133285679876418
TMEM263	7958346	0.79922207246536	0.175340867294789
TFAP2A-AS1	8116831	0.79925199999262	-0.0435843832131511
BOC	8081686	0.799252550779368	0.0402807458061254
CACHD1	7901993	0.799252550779368	0.10737734127211
	7983979	0.799252550779368	-0.0626471680816305
ST14	7945204	0.799278078091137	-0.140481159099773
	8170235	0.799278078091137	0.0679958183208651
	7896176	0.799278078091137	0.0593391919399089
GABRA4	8100131	0.799284078714959	-0.0380361581303825
	8088915	0.799348261765968	-0.0461509948163257
MIRLET7C	8067944	0.799348261765968	0.0333088313265311
	8090801	0.799395790603737	0.0658671262324266
SYT1	7957338	0.799395790603737	-0.111188647349205
	8114546	0.799395790603737	-0.0867899415034028
AEBP2	7954279	0.799395790603737	-0.0624982988854814
F2RL3	8026631	0.799395790603737	0.055682346277778
SLC25A37	8145281	0.799395790603737	0.211855168038548
OR2L13	7911237	0.799395790603737	0.0830145060249441
MGC72080///OR7E5P///DAPL1///OR7E14P	7948113	0.799421753865569	0.0552615860578247
LILRB2	8039212	0.799516421900766	-0.270721236837866
OR6A2	7946280	0.799516421900766	0.0397850377460314
ANKRD1	7934979	0.799516738649387	0.0374222336972792
	8050225	0.799539949455124	-0.0220173247267574
FRG1	8098714	0.799561478079034	-0.0774115654829899
	8043026	0.799561478079034	-0.0270857483412694
SMIM8	8121002	0.799569935437155	-0.0818281433185906
	7917904	0.799641248127939	-0.031651084209749
TOMM22	8073032	0.799659528811232	0.0940318303242655
LAMP5	8060940	0.799839472773747	0.090150730023812
ENDOV	8010499	0.799862919560299	0.0503635628038577
	8007497	0.799862919560299	0.0410843323684822
CDC40	8121461	0.799862919560299	-0.0475210906235848
	7894636	0.799862919560299	0.0741792081746038
	8146790	0.800100480673146	-0.0321192809999995
HDGFRP2	8024864	0.800100480673146	0.051009854823131
AZGP1	8141374	0.800107903542406	-0.0500936614149645
TRIM65	8018502	0.80013038804433	0.0516493240532894
PATZ1	8075493	0.800248537471289	-0.0763664076349162
	8023380	0.800322940382904	-0.0453723853412682
	7892928	0.800322940382904	-0.0505555219784526
OR51S1	7946004	0.800418512651388	0.0488995228322011
	8044415	0.800418512651388	-0.104763204888887
	7893294	0.800418512651388	0.0897518822369641
MDM2	7956989	0.800418512651388	-0.0899462963367341
	8022502	0.800548305053744	-0.0500178327981859
	8071817	0.800548305053744	-0.0482062310204068
	8007503	0.800548305053744	0.0646129036553282
PIK3C2G	7954208	0.800548305053744	0.0259424698628119
APOLD1///DDX47	7954036	0.800758064004997	0.131467948985257
	7893750	0.80076260974082	0.113841327882088
MMS19	7935474	0.800839101554395	0.0614368831111101
	8133036	0.800899770748885	-0.0413381084659865
	8133000	0.800956906612386	0.0231938914659864
RB1	7969017	0.80097850009723	0.122324858399095
CORIN	8100154	0.80103140895058	-0.0626730065907033
LOC652276	7992678	0.801175367735796	-0.0665182357324285
	8090418	0.80123357411742	-0.0353747830045346
HOXC11	7955855	0.801259515603168	-0.0482642575068013
MKNK1	7915846	0.801328961006607	0.0830205360124765
ADRA1B	8109612	0.801328961006607	-0.0489256466632622
STX11	8122457	0.801440632028435	-0.2420901050839
